timestamp,lat,lon,fire count,timestep
2016-04-20 12:00:00,40.0,-120.0,1.0,12
2016-04-20 12:00:00,32.5,-119.375,1.0,12
2016-04-21 00:00:00,40.0,-121.25,1.0,24
2016-04-21 00:00:00,32.5,-120.625,1.0,24
2016-04-22 00:00:00,33.0,-117.5,1.0,48
2016-04-22 00:00:00,36.5,-117.5,1.0,48
2016-04-22 00:00:00,35.5,-121.875,1.0,48
