timestamp,timestep,lat,lon,fire count
2017-01-04 12:00:00,12,36.5,-120.0,1.0
2017-01-04 12:00:00,12,39.0,-121.25,1.0
2017-01-05 00:00:00,24,36.5,-120.0,1.0
2017-01-05 00:00:00,24,39.0,-121.25,1.0
2017-01-06 00:00:00,48,39.5,-120.0,1.0
2017-01-06 00:00:00,48,40.5,-122.5,1.0
2017-01-06 00:00:00,48,41.5,-115.625,1.0
